date,code,name,market,total_shares,foreign_shares,foreign_ratio
2025-09-30,4580,捷流閥業,TPEX,46803109,1309458,0.0
2025-09-30,4584,君帆,TPEX,30002400,6080,0.0
2025-09-30,4609,唐鋒,TPEX,47946820,0,0.0
2025-09-30,4702,中美實,TPEX,72333200,31225546,0.0
2025-09-30,4706,大恭,TPEX,79030093,23249091,0.0
2025-09-30,4707,磐亞,TPEX,403715270,1532257,0.0
2025-09-30,4711,永純,TPEX,61056000,481873,0.0
2025-09-30,4714,永捷,TPEX,178088188,8556578,0.0
2025-09-30,4716,大立,TPEX,94427191,2006135,0.0
2025-09-30,4721,美琪瑪,TPEX,74986304,1980288,0.0
2025-09-30,4726,永昕,TPEX,207114300,43048508,0.0
2025-09-30,4728,雙美,TPEX,54463000,9742055,0.0
2025-09-30,4729,熒茂,TPEX,79226741,829287,0.0
2025-09-30,4735,豪展,TPEX,41568758,25431,0.0
2025-09-30,4741,泓瀚,TPEX,34812079,423980,0.0
2025-09-30,4743,合一,TPEX,479296486,35110942,0.0
2025-09-30,4744,皇將,TPEX,54984332,4859426,0.0
2025-09-30,4745,合富-KY,TPEX,77449547,9563477,0.0
2025-09-30,4747,強生,TPEX,44932346,279875,0.0
2025-09-30,4749,新應材,TPEX,92732865,10814848,0.0
2025-09-30,4754,國碳科,TPEX,30283215,73967,0.0
2025-09-30,4760,勤凱,TPEX,32218283,882376,0.0
2025-09-30,4767,誠泰科技,TPEX,31415000,8000,0.0
2025-09-30,4768,晶呈科技,TPEX,47487969,3018580,0.0
2025-09-30,4772,台特化,TPEX,147681552,14142896,0.0
2025-09-30,4804,大略-KY,TPEX,60324920,2188219,0.0
2025-09-30,4806,桂田文創,TPEX,99947092,1882691,0.0
2025-09-30,4903,聯光通,TPEX,105343714,462457,0.0
2025-09-30,4905,台聯電,TPEX,29260044,2805181,0.0
2025-09-30,4907,富宇,TPEX,118145778,271589,0.0
2025-09-30,4908,前鼎,TPEX,78216907,2798561,0.0
2025-09-30,4909,新復興,TPEX,93356864,5803703,0.0
2025-09-30,4911,德英,TPEX,63719568,160332,0.0
2025-09-30,4923,力士,TPEX,33890800,264205,0.0
2025-09-30,4924,欣厚-KY,TPEX,37164409,14129668,0.0
2025-09-30,4931,新盛力,TPEX,65617761,4768357,0.0
2025-09-30,4933,友輝,TPEX,81989675,5245073,0.0
2025-09-30,4939,亞電,TPEX,98200868,4803414,0.0
2025-09-30,4946,辣椒,TPEX,7810946,964865,0.0
2025-09-30,4950,金耘國際,TPEX,57729107,98362,0.0
2025-09-30,4951,精拓科,TPEX,34148713,1752001,0.0
2025-09-30,4953,緯軟,TPEX,73147014,6446877,0.0
2025-09-30,4966,譜瑞-KY,TPEX,80057788,31913232,0.0
2025-09-30,4971,IET-KY,TPEX,39985743,5669672,0.0
2025-09-30,4972,湯石照明,TPEX,56888587,1578434,0.0
2025-09-30,4973,廣穎,TPEX,65392843,1753798,0.0
2025-09-30,4974,亞泰,TPEX,72500104,3995014,0.0
2025-09-30,4979,華星光,TPEX,140839794,16219806,0.0
2025-09-30,4987,科誠,TPEX,31878000,1011778,0.0
2025-09-30,4991,環宇-KY,TPEX,113648293,18658515,0.0
2025-09-30,4995,晶達,TPEX,42336036,898605,0.0
2025-09-30,5009,榮剛,TPEX,602471197,56857105,0.0
2025-09-30,5011,久陽,TPEX,100669738,538076,0.0
2025-09-30,5013,強新,TPEX,133416000,16300804,0.0
2025-09-30,5014,建錩,TPEX,183265054,3847242,0.0
2025-09-30,5015,華祺,TPEX,60639189,3555720,0.0
2025-09-30,5016,松和,TPEX,49622076,204207,0.0
2025-09-30,5201,凱衛,TPEX,38674600,3726177,0.0
2025-09-30,5202,力新,TPEX,89094000,2697754,0.0
2025-09-30,5205,中茂,TPEX,13500000,1,0.0
2025-09-30,5206,坤悅,TPEX,171517500,10857536,0.0
2025-09-30,5209,新鼎,TPEX,28427103,728981,0.0
2025-09-30,5210,寶碩,TPEX,82177779,1268754,0.0
2025-09-30,5211,蒙恬,TPEX,32024727,2686543,0.0
2025-09-30,5212,凌網,TPEX,34633000,7566371,0.0
2025-09-30,5213,亞昕,TPEX,721334326,6903505,0.0
2025-09-30,5220,萬達光電,TPEX,39667000,83503,0.0
2025-09-30,5223,安力-KY,TPEX,44549781,18735353,0.0
2025-09-30,5227,立凱-KY,TPEX,68000000,7975205,0.0
2025-09-30,5228,鈺鎧,TPEX,38056253,21000,0.0
2025-09-30,5230,雷笛克光學,TPEX,55976730,475404,0.0
2025-09-30,5236,凌陽創新,TPEX,60004038,1989556,0.0
2025-09-30,5245,智晶,TPEX,43160000,1645914,0.0
2025-09-30,5251,天鉞電,TPEX,33733377,8655158,0.0
2025-09-30,5263,智崴,TPEX,70558088,10041402,0.0
2025-09-30,5272,笙科,TPEX,55276118,988103,0.0
2025-09-30,5274,信驊,TPEX,37802685,21784756,0.0
2025-09-30,5276,達輝-KY,TPEX,39500000,30413000,0.0
2025-09-30,5278,尚凡*,TPEX,300000000,4332730,0.0
2025-09-30,5287,數字,TPEX,60314050,11314783,0.0
2025-09-30,5289,宜鼎,TPEX,93507217,28808606,0.0
2025-09-30,5291,邑昇,TPEX,39890606,0,0.0
2025-09-30,5299,杰力,TPEX,50888981,705887,0.0
2025-09-30,5301,寶得利,TPEX,142752571,3718780,0.0
2025-09-30,5302,太欣,TPEX,159888349,330640,0.0
2025-09-30,5309,系統電,TPEX,191781375,6985486,0.0
2025-09-30,5310,天剛,TPEX,28943517,8000,0.0
2025-09-30,5312,寶島科,TPEX,60059898,5129233,0.0
2025-09-30,5314,世紀*,TPEX,292000000,25371660,0.0
2025-09-30,5315,光聯,TPEX,106351832,12263515,0.0
2025-09-30,5321,美而快,TPEX,53179802,975587,0.0
2025-09-30,5324,士開,TPEX,226379090,11731428,0.0
2025-09-30,5328,華容,TPEX,172710724,3179088,0.0
2025-09-30,5340,建榮,TPEX,194893964,97193740,0.0
2025-09-30,5344,立衛,TPEX,79447460,92333,0.0
2025-09-30,5345,馥鴻,TPEX,37795000,8976,0.0
2025-09-30,5347,世界,TPEX,1867392355,251401967,0.0
2025-09-30,5348,正能量智能,TPEX,14775917,3000,0.0
2025-09-30,5351,鈺創,TPEX,325595781,34163781,0.0
2025-09-30,5353,台林,TPEX,75500000,453015,0.0
2025-09-30,5355,佳總,TPEX,166122792,134015,0.0
2025-09-30,5356,協益,TPEX,103040000,4007770,0.0
2025-09-30,5364,力麗店,TPEX,63849940,284798,0.0
2025-09-30,5371,中光電,TPEX,390981110,41898868,0.0
2025-09-30,5381,合正,TPEX,244526837,1631204,0.0
2025-09-30,5386,青雲,TPEX,36080881,2093069,0.0
2025-09-30,5392,能率,TPEX,176562145,4700777,0.0
2025-09-30,5398,慕康生醫,TPEX,49465460,3136730,0.0
2025-09-30,5403,中菲,TPEX,76193090,4561006,0.0
2025-09-30,5410,國眾,TPEX,91324123,7980418,0.0
2025-09-30,5425,台半,TPEX,263485486,23535341,0.0
2025-09-30,5426,振發,TPEX,143800000,3481935,0.0
2025-09-30,5432,新門,TPEX,20687804,141259,0.0
2025-09-30,5438,東友,TPEX,112536565,1373472,0.0
2025-09-30,5439,高技,TPEX,92975752,23015003,0.0
2025-09-30,5443,均豪,TPEX,164496644,8639104,0.0
2025-09-30,5450,南良,TPEX,122403239,90532,0.0
2025-09-30,5452,佶優,TPEX,148763669,12197016,0.0
2025-09-30,5455,昇益,TPEX,65501813,54398,0.0
2025-09-30,5457,宣德,TPEX,174581500,56655236,0.0
2025-09-30,5460,同協,TPEX,58778130,683257,0.0
2025-09-30,5464,霖宏,TPEX,71071490,446155,0.0
2025-09-30,5465,富驊,TPEX,147682629,2835293,0.0
2025-09-30,5468,凱鈺,TPEX,58922909,58091,0.0
2025-09-30,5474,聰泰,TPEX,39756944,997031,0.0
2025-09-30,5475,德宏,TPEX,127127017,6078252,0.0
2025-09-30,5478,智冠,TPEX,156074332,30585197,0.0
2025-09-30,5481,新華,TPEX,71402891,18335222,0.0
2025-09-30,5483,中美晶,TPEX,641221651,116688158,0.0
2025-09-30,5487,通泰,TPEX,24222516,104045,0.0
2025-09-30,5488,松普,TPEX,91586124,986829,0.0
2025-09-30,5489,彩富,TPEX,102706441,1084694,0.0
2025-09-30,5490,同亨,TPEX,96152201,8467390,0.0
2025-09-30,5493,三聯,TPEX,43689255,461283,0.0
2025-09-30,5498,凱崴,TPEX,192448545,1740083,0.0
2025-09-30,5508,永信建,TPEX,217428133,6040334,0.0
2025-09-30,5511,德昌,TPEX,113440000,3291592,0.0
2025-09-30,5512,力麒,TPEX,766312494,42386280,0.0
2025-09-30,5514,三豐,TPEX,236118280,0,0.0
2025-09-30,5516,雙喜,TPEX,51545223,12459,0.0
2025-09-30,5520,力泰,TPEX,59975245,21000,0.0
2025-09-30,5523,豐謙,TPEX,155001464,351411,0.0
2025-09-30,5529,鉅陞,TPEX,101837481,651445,0.0
2025-09-30,5530,龍巖,TPEX,420084199,232285753,0.0
2025-09-30,5536,聖暉*,TPEX,124080930,33110695,0.0
2025-09-30,5543,桓鼎-KY,TPEX,45483593,30826,0.0
2025-09-30,5548,安倉,TPEX,57852013,52579,0.0
2025-09-30,5601,台聯櫃,TPEX,64800000,2425986,0.0
2025-09-30,5603,陸海,TPEX,104876607,5194365,0.0
2025-09-30,5604,中連,TPEX,108782968,3225006,0.0
2025-09-30,5609,中菲行,TPEX,142884000,23056205,0.0
2025-09-30,5701,劍湖山,TPEX,143000000,2103,0.0
2025-09-30,5703,亞都,TPEX,70239594,4662440,0.0
2025-09-30,5704,老爺知,TPEX,38861658,1823575,0.0
2025-09-30,5864,致和證,TPEX,454495572,10978437,0.0
2025-09-30,5878,台名,TPEX,25024303,143000,0.0
2025-09-30,5902,德記,TPEX,94500000,1183116,0.0
2025-09-30,5903,全家,TPEX,223220000,113653498,0.0
2025-09-30,5904,寶雅,TPEX,106443826,28696573,0.0
2025-09-30,5905,南仁湖,TPEX,281623235,6904659,0.0
2025-09-30,6015,宏遠證,TPEX,391581682,9613172,0.0
2025-09-30,6016,康和證,TPEX,686595508,25687944,0.0
2025-09-30,6020,大展證,TPEX,252353154,13000,0.0
2025-09-30,6021,美好證,TPEX,312515974,21153211,0.0
2025-09-30,6023,元大期,TPEX,319976288,5232641,0.0
2025-09-30,6026,福邦證,TPEX,396161841,11787303,0.0
2025-09-30,6101,寬魚國際,TPEX,114618371,684166,0.0
2025-09-30,6103,合邦,TPEX,13604891,93321,0.0
2025-09-30,6104,創惟,TPEX,91175107,16675946,0.0
2025-09-30,6109,亞元,TPEX,67825414,773648,0.0
2025-09-30,6111,大宇資,TPEX,109091051,10130166,0.0
2025-09-30,6113,亞矽,TPEX,52549455,1370167,0.0
2025-09-30,6114,久威,TPEX,43911937,469321,0.0
2025-09-30,6118,建達,TPEX,90889573,2242670,0.0
2025-09-30,6121,新普,TPEX,184970519,66931114,0.0
2025-09-30,6122,擎邦,TPEX,78091632,1973080,0.0
2025-09-30,6123,上奇,TPEX,62089430,1753595,0.0
2025-09-30,6124,業強,TPEX,182479945,92948462,0.0
2025-09-30,6125,廣運,TPEX,259011150,21945358,0.0
2025-09-30,6126,信音,TPEX,127826906,2087233,0.0
2025-09-30,6127,九豪,TPEX,108079751,3010823,0.0
2025-09-30,6129,普誠,TPEX,180943675,2997072,0.0
2025-09-30,6130,上亞科技,TPEX,44300000,490012,0.0
2025-09-30,6134,萬旭,TPEX,81882117,17398748,0.0
2025-09-30,6138,茂達,TPEX,74657000,21247140,0.0
2025-09-30,6140,訊達,TPEX,54897760,1400798,0.0
2025-09-30,6143,振曜,TPEX,86058897,6603851,0.0
2025-09-30,6144,得利影,TPEX,38273701,12814477,0.0
2025-09-30,6146,耕興,TPEX,101867199,30623799,0.0
2025-09-30,6147,頎邦,TPEX,744633539,146962908,0.0
2025-09-30,6148,驊宏資,TPEX,46603757,1527193,0.0
2025-09-30,6150,撼訊,TPEX,48345985,3326856,0.0
2025-09-30,6151,晉倫,TPEX,55257300,2497019,0.0
2025-09-30,6154,順發,TPEX,80080000,523124,0.0
2025-09-30,6156,松上,TPEX,107875010,4145696,0.0
2025-09-30,6158,禾昌,TPEX,55707288,444663,0.0
2025-09-30,6160,欣技,TPEX,68489120,3162882,0.0
2025-09-30,6161,捷波,TPEX,56237477,2309067,0.0
2025-09-30,6163,華電網,TPEX,142024234,5608788,0.0
2025-09-30,6167,久正,TPEX,146000000,5726274,0.0
2025-09-30,6169,昱泉,TPEX,23394960,82060,0.0
2025-09-30,6170,統振,TPEX,97260038,3563440,0.0
2025-09-30,6171,大城地產,TPEX,100000000,185174,0.0
2025-09-30,6173,信昌電,TPEX,172000000,5664231,0.0
2025-09-30,6174,安碁,TPEX,50000000,1471157,0.0
2025-09-30,6175,立敦,TPEX,150571812,27746313,0.0
2025-09-30,6179,亞通,TPEX,114669249,7495250,0.0
2025-09-30,6180,橘子,TPEX,175493573,42257294,0.0
2025-09-30,6182,合晶,TPEX,573796730,59559969,0.0
2025-09-30,6185,幃翔,TPEX,149867531,3920336,0.0
2025-09-30,6186,新潤,TPEX,172484600,3909282,0.0
2025-09-30,6187,萬潤,TPEX,96882315,16220054,0.0
2025-09-30,6188,廣明,TPEX,278358910,31476877,0.0
2025-09-30,6190,萬泰科,TPEX,170590192,13359821,0.0
2025-09-30,6194,育富,TPEX,48000000,1310913,0.0
2025-09-30,6195,詩肯,TPEX,50192942,22546200,0.0
2025-09-30,6198,瑞築,TPEX,171400350,81606,0.0
2025-09-30,6199,天品,TPEX,61760018,3088813,0.0
2025-09-30,6203,海韻電,TPEX,82401370,3325342,0.0
2025-09-30,6204,艾華,TPEX,23102080,137908,0.0
2025-09-30,6207,雷科,TPEX,79679910,2571489,0.0
2025-09-30,6208,日揚,TPEX,94462343,1523402,0.0
2025-09-30,6210,慶生,TPEX,35048000,97000,0.0
2025-09-30,6212,理銘,TPEX,102000000,488303,0.0
2025-09-30,6217,中探針,TPEX,117210018,4224804,0.0
2025-09-30,6218,豪勉,TPEX,64262000,569283,0.0
2025-09-30,6219,富旺,TPEX,124967090,1856556,0.0
2025-09-30,6220,岳豐,TPEX,146462640,2681147,0.0
2025-09-30,6221,晉泰,TPEX,124882375,2193322,0.0
2025-09-30,6222,立軒,TPEX,70588878,58000,0.0
2025-09-30,6223,旺矽,TPEX,94151106,29749124,0.0
2025-09-30,6227,茂綸,TPEX,76111786,615381,0.0
2025-09-30,6228,全譜,TPEX,26000000,101503,0.0
2025-09-30,6229,研通,TPEX,40360700,433576,0.0
2025-09-30,6231,系微,TPEX,45652186,2500319,0.0
2025-09-30,6233,旺玖,TPEX,81021896,2975446,0.0
2025-09-30,6234,高僑,TPEX,100386398,12172094,0.0
2025-09-30,6236,中湛,TPEX,41654039,9484,0.0
2025-09-30,6237,驊訊,TPEX,79645371,2758436,0.0
2025-09-30,6240,松崗,TPEX,22867370,101000,0.0
2025-09-30,6241,易通展,TPEX,48700000,302431,0.0
2025-09-30,6242,立康,TPEX,31806500,166693,0.0
2025-09-30,6244,茂迪,TPEX,387041875,41423152,0.0
2025-09-30,6245,立端,TPEX,146608303,9188858,0.0
2025-09-30,6246,臺龍,TPEX,37851415,454380,0.0
2025-09-30,6248,沛波,TPEX,99956149,847305,0.0
2025-09-30,6259,百徽,TPEX,26566146,10607455,0.0
2025-09-30,6261,久元,TPEX,128497989,4282529,0.0
2025-09-30,6263,普萊德,TPEX,62500964,921805,0.0
2025-09-30,6264,富裔,TPEX,136355291,44260,0.0
2025-09-30,6265,方土昶,TPEX,118172151,6327958,0.0
2025-09-30,6266,泰詠,TPEX,153871641,3773234,0.0
2025-09-30,6270,倍微,TPEX,72145759,394930,0.0
2025-09-30,6274,台燿,TPEX,276292413,83215965,0.0
2025-09-30,6275,元山,TPEX,78379607,2212591,0.0
2025-09-30,6276,安鈦克,TPEX,22043000,440986,0.0
2025-09-30,6279,胡連,TPEX,119015736,13098189,0.0
2025-09-30,6284,佳邦,TPEX,148980341,6118700,0.0
2025-09-30,6290,良維,TPEX,159088724,25920473,0.0
2025-09-30,6291,沛亨,TPEX,42000000,900098,0.0
2025-09-30,6292,迅德,TPEX,46600712,374013,0.0
2025-09-30,6294,智基,TPEX,26047106,244616,0.0
2025-09-30,6411,晶焱,TPEX,99248731,7139447,0.0
2025-09-30,6417,韋僑,TPEX,42274000,4244653,0.0
2025-09-30,6418,詠昇,TPEX,34522000,1571000,0.0
2025-09-30,6419,京晨科,TPEX,13159170,1134756,0.0
2025-09-30,6425,易發,TPEX,48602000,1405558,0.0
2025-09-30,6432,今展科,TPEX,32241771,525010,0.0
2025-09-30,6435,大中,TPEX,37461300,2445497,0.0
2025-09-30,6441,廣錠,TPEX,53318429,373332,0.0
2025-09-30,6461,益得,TPEX,162919000,1026695,0.0
2025-09-30,6462,神盾,TPEX,91250754,11493451,0.0
2025-09-30,6465,威潤,TPEX,51899746,73829,0.0
2025-09-30,6469,大樹,TPEX,149679202,12097519,0.0
2025-09-30,6470,宇智,TPEX,37694100,1877760,0.0
2025-09-30,6474,華豫寧,TPEX,52526199,0,0.0
2025-09-30,6482,弘煜科,TPEX,28634463,721593,0.0
2025-09-30,6485,點序,TPEX,45247008,4558261,0.0
2025-09-30,6486,互動,TPEX,50893286,1784334,0.0
2025-09-30,6488,環球晶,TPEX,478113725,108107979,0.0
2025-09-30,6492,生華科,TPEX,89703620,4485039,0.0
2025-09-30,6494,九齊,TPEX,31559690,1485450,0.0
2025-09-30,6496,科懋,TPEX,47502755,133740,0.0
2025-09-30,6498,久禾光,TPEX,46742892,667938,0.0
2025-09-30,6499,益安,TPEX,92244893,15090447,0.0
2025-09-30,6506,雙邦,TPEX,82360826,395994,0.0
2025-09-30,6508,惠光,TPEX,86538864,627035,0.0
2025-09-30,6509,聚和,TPEX,196543326,7696882,0.0
2025-09-30,6510,精測,TPEX,32789022,8512429,0.0
2025-09-30,6512,啟發電,TPEX,25260000,23923,0.0
2025-09-30,6516,勤崴國際,TPEX,56336935,698820,0.0
2025-09-30,6517,保勝光學,TPEX,30579053,301784,0.0
2025-09-30,6523,達爾膚,TPEX,45047625,716450,0.0
2025-09-30,6527,明達醫,TPEX,25458550,18050,0.0
2025-09-30,6530,創威,TPEX,33750000,1526607,0.0
2025-09-30,6532,瑞耘,TPEX,37445147,1030410,0.0
2025-09-30,6535,順藥,TPEX,168816825,9739186,0.0
2025-09-30,6538,倉和,TPEX,38073000,1391575,0.0
2025-09-30,6542,隆中,TPEX,42000630,7913186,0.0
2025-09-30,6546,正基,TPEX,66226937,5363920,0.0
2025-09-30,6547,高端疫苗,TPEX,328749050,21505363,0.0
2025-09-30,6548,長科*,TPEX,950488700,54878344,0.0
2025-09-30,6556,勝品,TPEX,28750000,171464,0.0
2025-09-30,6560,欣普羅,TPEX,32474715,2210791,0.0
2025-09-30,6561,是方,TPEX,77958370,7140802,0.0
2025-09-30,6568,宏觀,TPEX,30829000,893682,0.0
2025-09-30,6569,醫揚,TPEX,39014745,1219569,0.0
2025-09-30,6570,維田,TPEX,37119170,374001,0.0
2025-09-30,6574,霈方,TPEX,21990000,110225,0.0
2025-09-30,6576,逸達,TPEX,157348666,35880334,0.0
2025-09-30,6577,勁豐,TPEX,60060145,865658,0.0
2025-09-30,6578,達邦蛋白,TPEX,71941901,912061,0.0
2025-09-30,6584,南俊國際,TPEX,65937750,7596541,0.0
2025-09-30,6588,東典光電,TPEX,34700825,89911,0.0
2025-09-30,6590,普鴻,TPEX,21763250,15030,0.0
2025-09-30,6593,台灣銘板,TPEX,30911472,661232,0.0
2025-09-30,6596,寬宏藝術,TPEX,38000000,3522461,0.0
2025-09-30,6597,立誠,TPEX,30042250,16000,0.0
2025-09-30,6603,富強鑫,TPEX,167220592,6353691,0.0
2025-09-30,6609,瀧澤科,TPEX,72456246,37555181,0.0
2025-09-30,6612,奈米醫材,TPEX,47384084,12540392,0.0
2025-09-30,6613,朋億*,TPEX,77801485,3771995,0.0
2025-09-30,6615,慧智,TPEX,21593400,42000,0.0
2025-09-30,6616,特昇-KY,TPEX,35478473,20154969,0.0
2025-09-30,6617,共信-KY,TPEX,127506100,48534114,0.0
2025-09-30,6624,萬年清,TPEX,20880000,47000,0.0
2025-09-30,6629,泰金-KY,TPEX,38316166,29380257,0.0
2025-09-30,6637,醫影,TPEX,26810000,152000,0.0
2025-09-30,6640,均華,TPEX,28276500,1223524,0.0
2025-09-30,6642,富致,TPEX,37399662,121141,0.0
2025-09-30,6643,M31,TPEX,41798160,5305738,0.0
2025-09-30,6649,台生材,TPEX,42000000,2779610,0.0
2025-09-30,6651,全宇昕,TPEX,34601541,1200507,0.0
2025-09-30,6654,天正國際,TPEX,33262720,326001,0.0
2025-09-30,6661,威健生技,TPEX,23304248,14000,0.0
2025-09-30,6662,樂斯科,TPEX,25612400,47000,0.0
2025-09-30,6664,群翊,TPEX,60793381,1665672,0.0
2025-09-30,6667,信紘科,TPEX,49278878,1739875,0.0
2025-09-30,6679,鈺太,TPEX,54975335,3033546,0.0
2025-09-30,6680,鑫創電子,TPEX,23794210,48780,0.0
2025-09-30,6683,雍智科技,TPEX,27467661,1347697,0.0
2025-09-30,6684,安格,TPEX,44559496,379851,0.0
2025-09-30,6690,安碁資訊,TPEX,29999720,1143729,0.0
2025-09-30,6692,進能服,TPEX,58776390,256104,0.0
2025-09-30,6693,廣閎科,TPEX,45720000,4874000,0.0
2025-09-30,6697,東捷資訊,TPEX,27323364,94000,0.0
2025-09-30,6703,軒郁,TPEX,32983827,4067416,0.0
2025-09-30,6708,天擎,TPEX,29008779,917979,0.0
2025-09-30,6712,長聖,TPEX,87596963,3867825,0.0
2025-09-30,6716,應廣,TPEX,30008314,170509,0.0
2025-09-30,6720,久昌,TPEX,30081741,253052,0.0
2025-09-30,6721,信實,TPEX,22500000,7000,0.0
2025-09-30,6727,亞泰金屬,TPEX,26884177,3810769,0.0
2025-09-30,6728,上洋,TPEX,30110000,278132,0.0
2025-09-30,6732,昇佳電子,TPEX,48912618,2003873,0.0
2025-09-30,6733,博晟生醫,TPEX,124356026,2290269,0.0
2025-09-30,6735,美達科技,TPEX,46182292,2380047,0.0
2025-09-30,6739,竹陞科技,TPEX,23261250,596750,0.0
2025-09-30,6741,91APP*-KY,TPEX,120577997,58155046,0.0
2025-09-30,6747,亨泰光,TPEX,27200000,269053,0.0
2025-09-30,6751,智聯服務,TPEX,22200000,6562,0.0
2025-09-30,6752,叡揚,TPEX,37144147,1683593,0.0
2025-09-30,6761,穩得,TPEX,34112821,655657,0.0
2025-09-30,6762,達亞,TPEX,35171702,1917268,0.0
2025-09-30,6763,綠界科技*,TPEX,184039130,3231809,0.0
2025-09-30,6767,台微醫,TPEX,39183630,96010,0.0
2025-09-30,6785,昱展新藥,TPEX,66800000,5941852,0.0
2025-09-30,6788,華景電,TPEX,38739683,2448549,0.0
2025-09-30,6791,虎門科技,TPEX,20847000,2442165,0.0
2025-09-30,6803,崑鼎,TPEX,72465231,2636095,0.0
2025-09-30,6804,明係,TPEX,35000000,1791543,0.0
2025-09-30,6811,宏碁資訊,TPEX,41449000,1352255,0.0
2025-09-30,6821,聯寶,TPEX,31283265,367000,0.0
2025-09-30,6823,濾能,TPEX,27738475,8449118,0.0
2025-09-30,6829,千附精密,TPEX,59169000,765420,0.0
2025-09-30,6840,東研信超,TPEX,30305800,265459,0.0
2025-09-30,6841,長佳智能,TPEX,95152250,2027400,0.0
2025-09-30,6843,進典,TPEX,33304000,78000,0.0
2025-09-30,6844,諾貝兒,TPEX,37428440,5834,0.0
2025-09-30,6846,綠茵,TPEX,26993700,67000,0.0
2025-09-30,6855,數泓科,TPEX,23249716,45400,0.0
2025-09-30,6856,鑫傳,TPEX,28200000,1000,0.0
2025-09-30,6859,伯特光,TPEX,41470000,6321505,0.0
2025-09-30,6865,偉康科技,TPEX,15700645,31274,0.0
2025-09-30,6870,騰雲,TPEX,23347800,138498,0.0
2025-09-30,6872,浩宇生醫,TPEX,70740011,268000,0.0
2025-09-30,6874,倍力,TPEX,22000000,64126,0.0
2025-09-30,6875,國邑*,TPEX,129086404,2846284,0.0
2025-09-30,6877,鏵友益,TPEX,46967122,3045518,0.0
2025-09-30,6881,潤德,TPEX,15000000,8000,0.0
2025-09-30,6894,衛司特,TPEX,23800000,140655,0.0
2025-09-30,6895,宏碩系統,TPEX,34100000,1367702,0.0
2025-09-30,6899,創為精密,TPEX,42398491,2182922,0.0
2025-09-30,6903,巨漢,TPEX,66676000,1583837,0.0
2025-09-30,6904,伯鑫,TPEX,18500000,8000,0.0
2025-09-30,6913,鴻呈,TPEX,43848863,273216,0.0
2025-09-30,6922,宸曜,TPEX,27082385,344245,0.0
2025-09-30,6925,意藍,TPEX,20000300,746858,0.0
2025-09-30,6929,佑全,TPEX,44985500,14202,0.0
2025-09-30,6953,家碩,TPEX,30014600,153000,0.0
2025-09-30,6967,汎瑋材料,TPEX,24904477,37000,0.0
2025-09-30,6968,萬達寵物,TPEX,49447333,81109,0.0
2025-09-30,6971,惠民實業,TPEX,38668000,20000,0.0
2025-09-30,6982,大井泵浦,TPEX,40649100,717999,0.0
2025-09-30,6996,力領科技,TPEX,41965333,373545,0.0
2025-09-30,6997,博弘,TPEX,22100500,4451593,0.0
2025-09-30,7402,邑錡,TPEX,35229421,3072422,0.0
2025-09-30,7547,碩網,TPEX,32779000,8111573,0.0
2025-09-30,7556,意德士,TPEX,27319663,853402,0.0
2025-09-30,7584,樂意,TPEX,16462808,2312497,0.0
2025-09-30,7642,昶瑞機電,TPEX,30150000,271305,0.0
2025-09-30,7703,銳澤,TPEX,34745000,700150,0.0
2025-09-30,7704,明遠精密,TPEX,33744804,78000,0.0
2025-09-30,7708,全家餐飲,TPEX,25500000,38513,0.0
2025-09-30,7709,榮田,TPEX,39102740,52000,0.0
2025-09-30,7712,博盛半導體,TPEX,32561873,339151,0.0
2025-09-30,7713,威力德生醫,TPEX,45478843,16000,0.0
2025-09-30,7714,創泓科技,TPEX,21000000,216365,0.0
2025-09-30,7715,裕山,TPEX,33180000,173100,0.0
2025-09-30,7716,昱臺國際,TPEX,22500000,20,0.0
2025-09-30,7717,萊德光電-KY,TPEX,24777698,4477381,0.0
2025-09-30,7718,友鋮,TPEX,46356484,405580,0.0
2025-09-30,7723,築間,TPEX,50619550,57525,0.0
2025-09-30,7728,光焱科技,TPEX,13854080,136685,0.0
2025-09-30,7734,印能科技,TPEX,28000000,334095,0.0
2025-09-30,7738,東聯互動,TPEX,27355799,38310,0.0
2025-09-30,7743,金利食安,TPEX,36483338,1036363,0.0
2025-09-30,7744,崴寶,TPEX,32000000,8624000,0.0
2025-09-30,7747,昕奇雲端,TPEX,27426000,300819,0.0
2025-09-30,7751,竑騰,TPEX,26888600,270306,0.0
2025-09-30,7753,星亞,TPEX,25000000,79164,0.0
2025-09-30,7757,金色三麥,TPEX,24100000,4671000,0.0
2025-09-30,7782,光速火箭,TPEX,23213000,48000,0.0
2025-09-30,8024,佑華,TPEX,45160100,988511,0.0
2025-09-30,8027,鈦昇,TPEX,107461995,6027663,0.0
2025-09-30,8032,光菱,TPEX,51810300,358695,0.0
2025-09-30,8034,榮群,TPEX,56586353,2647836,0.0
2025-09-30,8038,長園科,TPEX,62278190,1399952,0.0
2025-09-30,8040,九暘,TPEX,96413874,1181890,0.0
2025-09-30,8042,金山電,TPEX,129462549,6079282,0.0
2025-09-30,8043,蜜望實,TPEX,79907170,1892826,0.0
2025-09-30,8044,網家,TPEX,205647065,14533397,0.0
2025-09-30,8047,星雲,TPEX,41666343,133704,0.0
2025-09-30,8048,德勝,TPEX,57705752,1235158,0.0
2025-09-30,8049,晶采,TPEX,118279808,2425096,0.0
2025-09-30,8050,廣積,TPEX,205178035,5395616,0.0
